159,296,228,126,7,164,3100,94,67,1
228,110,234,270,139,103,12500,81,92,1
25,274,296,254,2,159,8900,98,64,1
35,205,248,196,10,83,9300,91,93,1
193,5,107,123,4,80,300,92,96,1
86,192,227,18,5,243,5800,37,27,1
21,232,148,282,2,76,5500,99,99,1
178,19,179,16,224,41,8500,72,94,1
66,138,97,164,0,58,1700,93,91,1
119,95,234,276,9,821,10900,92,9,1
30,249,85,109,14,118,2300,65,16,1
222,141,215,132,11,91,4700,99,52,1
77,67,13,219,11,211,2400,46,89,1
285,184,33,150,14,67,0,91,88,1
282,291,27,202,213,315,13000,36,61,1
142,166,41,163,3,52,100,99,45,1
265,113,3,35,1,224,500,91,93,1
69,66,232,110,6,113,4600,94,92,1
108,162,287,31,209,226,13300,37,93,1
271,188,77,55,0,168,1500,79,54,1
77,269,15,170,13,875,5700,86,50,1
36,98,224,147,2,673,4900,47,97,1
293,178,166,92,10,90,10500,97,28,1
35,79,12,193,1,187,200,98,63,1
143,259,80,81,5,1,14900,88,91,1
163,230,196,152,0,55,6900,92,93,1
222,43,29,257,10,91,9500,88,3,1
89,47,2,146,13,153,8100,94,63,1
199,153,269,147,2,912,5800,92,94,1
32,75,171,101,187,590,1800,76,18,1
262,189,157,112,2,193,5400,15,67,1
69,42,102,104,4,146,7600,86,54,1
132,13,74,216,2,927,2800,68,98,1
199,279,170,245,1,95,9100,93,98,1
36,273,41,44,2,547,3600,77,92,1
134,58,40,19,10,7,13400,92,97,1
236,197,248,160,0,307,10300,2,96,1
23,277,199,116,2,522,7500,92,94,1
97,255,32,203,11,96,3800,98,22,1
27,69,172,247,3,428,7100,43,75,1
1,45,106,211,3,545,4900,3,97,1
299,120,28,123,3,178,7100,94,92,1
235,18,27,152,3,425,4000,94,93,1
58,163,225,248,6,9,7100,47,93,1
139,251,264,62,0,56,5200,13,82,1
32,47,64,95,175,158,4300,79,72,1
279,133,111,272,249,33,1800,94,86,1
46,99,194,224,56,12,1900,77,91,1
136,247,106,191,2,90,6200,94,47,1
1,178,138,1,14,14,2900,68,15,1
274,211,165,26,2,70,3000,99,27,1
175,169,22,228,13,467,4400,11,12,1
8,25,202,180,7,338,13900,92,61,1
166,206,22,290,8,433,1100,23,2,1
232,164,70,128,10,60,6600,94,99,1
234,194,158,206,1,136,4200,22,32,1
107,4,253,119,14,24,5300,97,30,1
229,225,250,199,195,11,6700,40,92,1
54,86,221,226,3,10,2700,0,21,1
261,77,210,32,2,108,1300,45,91,1
291,287,79,128,172,56,5000,93,48,1
169,66,202,65,8,119,10400,82,96,1
98,49,267,151,7,163,15000,88,98,1
136,285,101,205,2,10,1100,92,36,1
281,169,92,119,12,130,7600,27,98,1
33,85,217,62,4,473,13400,19,30,1
238,101,117,238,4,85,500,98,47,1
233,173,47,105,14,41,2800,94,93,1
128,252,15,74,222,72,8200,91,44,1
282,295,14,26,10,27,6500,91,93,1
42,15,128,215,21,63,3400,98,0,1
225,42,189,268,11,101,9100,10,91,1
212,97,93,96,162,448,9000,91,27,1
227,207,168,27,3,231,1400,85,1,1
91,123,39,76,14,86,1600,99,65,1
251,64,10,98,8,1,2900,93,83,1
94,59,272,231,2,156,3700,72,94,1
252,296,244,182,1,85,1800,7,92,1
214,36,196,297,0,974,9000,99,81,1
31,258,155,34,0,892,1900,2,94,1
189,275,58,129,11,88,12400,14,91,1
26,143,210,124,0,151,100,94,93,1
73,46,191,190,3,201,7500,26,97,1
170,168,142,195,4,183,9600,91,63,1
256,246,45,98,1,580,11600,37,99,1
273,280,267,26,4,48,200,93,91,1
150,86,89,126,3,7,3800,94,53,1
54,179,88,54,114,198,0,49,92,1
179,5,253,180,8,61,5500,94,96,1
94,232,220,168,0,51,1300,64,33,1
127,68,44,234,115,178,1300,69,68,1
184,276,150,114,10,84,9700,83,25,1
212,112,213,23,2,161,1800,49,94,1
190,133,267,223,9,4,4500,92,93,1
251,123,66,171,2,215,14700,11,91,1
5,134,222,294,2,67,5100,92,31,1
96,77,26,210,2,141,6400,96,8,1
249,44,138,46,5,51,10900,39,97,1
207,33,40,3,6,233,14100,97,18,1
297,109,266,174,143,214,4500,59,12,1
9,28,208,21,0,518,12500,99,36,1
152,179,86,6,4,243,2600,22,98,1
29,87,74,244,4,177,5600,93,93,1
153,25,132,167,12,18,4500,40,93,1
283,144,15,192,4,190,1900,98,46,1
245,266,140,245,8,30,1300,60,93,1
69,203,298,110,4,199,12800,39,99,1
40,144,106,82,13,49,2900,92,93,1
118,94,231,83,3,158,5000,94,91,1
198,157,77,71,1,247,4500,94,93,1
240,95,186,102,6,19,1100,6,91,1
149,67,260,163,0,123,12700,18,98,1
250,244,136,286,3,48,9200,91,94,1
8,124,114,247,1,635,3600,94,75,1
90,291,240,75,240,58,5100,28,92,1
219,257,77,239,4,32,9600,91,91,1
51,266,112,140,8,123,11900,71,98,1
115,15,104,264,10,790,11400,58,48,1
27,223,136,171,6,359,13700,69,49,1
173,257,35,239,117,86,14900,94,14,1
208,25,123,101,1,6,1900,36,99,1
55,137,217,189,83,82,1100,65,77,1
69,216,137,146,54,231,11900,73,91,1
9,4,42,178,94,132,1700,92,71,1
83,134,256,21,0,811,10300,29,96,1
173,13,246,194,9,557,3200,25,93,1
85,78,86,224,3,101,10000,9,94,1
290,203,252,30,3,134,3400,96,89,1
134,141,170,34,11,38,4900,63,5,1
284,41,52,33,105,99,12900,91,94,1
266,83,6,98,10,245,3400,94,48,1
97,265,196,148,3,98,5600,60,99,1
266,138,69,297,4,44,500,6,61,1
99,53,208,73,2,112,2100,93,55,1
15,20,248,176,91,114,13700,91,15,1
288,170,289,290,4,63,5000,54,20,1
230,219,206,83,3,938,1900,0,91,1
124,152,49,73,132,200,500,83,21,1
71,52,211,98,1,101,11800,96,19,1
271,114,39,66,5,32,200,49,71,1
121,186,286,124,7,197,4800,94,60,1
205,203,8,7,9,84,4100,51,96,1
164,107,97,170,126,40,2100,89,93,1
154,106,91,46,0,959,9200,71,67,1
177,217,51,211,4,239,600,96,68,1
180,132,225,185,124,34,1700,18,91,1
80,272,159,255,239,174,8200,60,92,1
69,187,232,162,7,213,8800,98,77,1
16,16,53,127,0,117,5300,96,93,1
241,35,103,162,14,184,3000,56,94,1
57,147,165,297,176,15,6100,84,96,1
12,260,108,298,39,44,200,91,45,1
101,153,83,172,4,849,11200,94,91,1
137,205,205,1,241,17,2100,70,52,1
88,115,273,166,12,210,7400,91,41,1
27,116,117,123,11,23,900,93,6,1
295,241,174,133,13,79,12900,73,73,1
64,74,1,57,1,174,4100,99,8,1
95,36,49,196,169,10,2600,83,93,1
225,102,257,46,4,685,4900,92,24,1
277,90,239,113,14,210,13900,93,92,1
76,141,76,116,148,83,5000,91,22,1
163,291,48,277,10,70,8800,66,99,1
111,166,225,231,4,902,4100,92,29,1
49,96,15,210,8,34,2500,91,91,1
122,50,51,61,1,31,5000,99,67,1
275,127,282,113,12,5,11100,59,58,1
294,7,64,63,14,206,3000,16,18,1
3,164,137,291,2,131,4100,97,64,1
241,276,3,219,9,211,10600,13,96,1
202,87,28,217,8,303,5600,0,93,1
93,111,72,188,9,55,10800,91,26,1
71,70,80,92,0,238,14600,99,93,1
13,228,4,204,3,290,3900,94,10,1
9,120,26,139,5,39,800,92,93,1
63,281,4,80,9,169,11200,93,21,1
67,288,287,94,7,55,14900,97,94,1
156,186,45,96,13,52,5000,25,96,1
136,31,253,257,0,56,9800,96,34,1
220,84,80,30,1,3,1700,93,91,1
101,220,256,299,12,65,1500,87,91,1
195,69,52,107,7,812,5400,52,93,1
103,27,67,154,2,65,12400,98,96,1
73,39,231,81,217,718,3900,1,18,1
287,239,103,17,2,14,0,96,94,1
258,252,264,296,14,597,13900,34,34,1
210,256,183,49,12,53,800,91,91,1
79,206,183,225,6,60,2900,40,99,1
144,14,248,50,12,5,6100,97,76,1
54,29,42,246,11,75,10600,94,65,1
265,45,79,192,1,841,4600,19,91,1
250,182,15,247,1,24,2900,91,98,1
14,216,216,103,135,55,10200,99,73,1
294,65,112,188,4,5,12500,97,96,1
273,96,63,124,12,209,6200,47,97,1
206,248,6,23,4,15,2600,96,94,1
36,254,255,219,9,802,4500,41,72,1
73,107,287,94,13,141,200,85,29,1
139,144,227,222,2,41,8800,18,52,1
144,63,75,210,5,126,1600,2,91,1
198,272,164,20,10,235,13200,59,96,1
296,120,194,217,101,28,1300,62,62,1
277,241,207,264,0,182,2800,97,24,1
201,266,46,279,1,757,2500,91,32,1
281,12,205,173,13,238,13300,49,15,1
153,63,14,96,3,31,9100,4,91,1
180,23,274,31,3,186,7000,76,94,1
150,214,209,33,111,48,4400,92,13,1
276,183,93,88,210,77,5700,45,58,1
21,272,30,149,4,178,3600,19,94,1
139,163,201,128,1,43,5000,94,30,1
42,285,297,139,0,38,3300,1,98,1
236,135,289,93,3,45,1500,40,96,1
273,112,253,8,11,240,2500,91,79,1
102,206,209,183,5,18,3300,93,50,1
33,130,201,190,7,23,200,4,93,1
